orderNo1,orderTotalSDP,mstOrderTotal,orderNo2,orderTotalDiff
1140162097,292.78,292.73,1140122041,-0.01
1140162149,265.9,265.89,1140122041,-0.01
1140162162,389.4,389.37,1140122048,-0.01
1140162190,598.64,598.62,1140122213,0.01
1140165542,111.15,111.14,1140128008,-0.01
1140165855,126.95,126.99,1140128124,-0.01
1140166343,109.05,109.02,1140128132,-0.01
1140166567,870.91,870.89,1140128132,-0.01
1140166802,122.7,122.73,1140128188,-0.01
1140166932,136.93,136.92,1140128298,-0.01
1140166996,138.06,138.05,1140128308,0.01
1140167105,34.21,34.2,1140128332,-0.01
1140167152,143.9,143.92,1140128689,-0.01
1140167265,70.89,70.9,1140128689,-0.01
1140167271,149.05,149.08,1140128689,-0.01
1140167458,111.63,111.62,1140128716,0.01
1140167510,159.35,159.34,1140128716,0.01
1140167513,73.92,73.91,1140128831,-0.02
1140167547,130.52,130.53,1140128865,-0.01
1140167725,469.64,469.62,1140128961,0.02
1140167807,355.97,355.98,1140128970,-0.01
1140167823,138.47,138.48,1140129027,0.01
1140168016,147.99,148,1140129027,0.01
1140168018,234.43,234.42,1140129076,0.03
1140168098,46.29,46.31,1140129103,-0.02
1140168116,131.54,131.53,1140129103,-0.02
1140168157,113.17,113.16,1140129114,0.01
1140168168,155.99,149.99,1140129134,0.01
1140168305,81.13,81.12,1140129134,0.01
1140168312,105.19,105.2,1140129134,0.01
1140168379,431.66,431.69,1140129134,0.01
1140168573,123.06,123.05,1140129135,0.01
1140168583,115.12,115.1,1140129271,0.01
1140168584,170.95,170.94,1140129376,-0.01
1140168593,141.64,141.63,1140129505,0.01
1140168744,131.96,131.93,1140129528,0.01
1140168779,61.51,61.49,1140129528,0.01
1140168884,107.96,107.95,1140129528,0.01
1140168887,201.5,195.5,1140129528,0.01
1140168903,112.93,112.92,1140129528,0.01
1140168935,112.7,112.68,1140129528,0.01
1140169027,506.18,506.17,1140129528,0.01
1140169105,124.78,124.77,1140129528,0.01
1140169203,105.11,105.1,1140129528,0.01
1140169253,107.13,107.11,1140129528,0.01
1140169267,102.57,102.56,1140129528,0.01
1140169289,91.98,91.97,1140129528,0.01
1140169309,136.01,136.02,1140129581,0.01
1140169359,220.78,220.77,1140129613,-0.01
1140169395,99.33,99.31,1140129774,-0.01
1140169396,144.11,144.1,1140129774,-0.01
1140169422,55.9,55.91,1140129774,-0.01
1140169670,70.31,70.32,1140129774,-0.01
1140169682,129.18,129.2,1140129774,-0.01
1140169701,72.51,72.49,1140129774,-0.01
1140169763,153.83,153.84,1140129774,-0.01
1140169772,104.71,98.71,1140129777,0.01
1140169814,108.69,108.7,1140129777,0.01
1140169919,33.14,33.15,1140129985,0.01
1140170002,159.45,159.44,1140130024,-0.01
1140170017,2153.25,2153.29,1140130046,0.01
1140170032,73.89,73.91,1140130062,-0.02
1140170101,127.99,128,1140130101,-0.01
1140170115,113.37,113.38,1140130171,0.02
1140170120,259.71,259.69,1140130171,0.01
1140170127,171.64,171.63,1140130178,-0.01
1140170286,107.8,107.82,1140130247,0.01
1140170323,168.68,168.69,1140130247,0.01
1140175720,133.43,133.45,1140130470,-0.01
1140175994,122.3,122.29,1140130560,0.01
1140176069,144.44,144.43,1140130560,0.01
1140176071,251.02,251.01,1140130793,-0.01
1140176096,520.97,520.99,1140130799,-0.01
1140176106,140.64,140.66,1140130849,-0.01
1140176113,86.38,86.39,1140130856,0.01
1140176156,114.42,114.43,1140130970,-0.01
1140176219,131.79,131.77,1140131082,-0.01
1140176440,108.32,108.33,1140131093,0.01
1140176548,119.52,119.51,1140131093,0.01
1140176788,122.34,122.4,1140131093,0.01
1140176842,287.3,287.28,1140131093,0.01
1140176870,129.52,129.51,1140131253,-0.01
1140176877,391.47,391.48,1140131273,0.02
1140176950,363.53,363.51,1140131327,0.01
1140177134,229.81,229.8,1140131431,-0.01
1140177178,563.32,563.33,1140131431,-0.01
1140177432,441.24,435.24,1140131463,0.02
1140177447,99.19,99.2,1140131523,-0.01
1140177514,104.02,104.03,1140131570,-0.01
1140177544,190.94,190.93,1140131610,0.01
1140177623,32.35,32.36,1140131643,-0.01
1140177652,103.99,104,1140131643,-0.01
1140177687,39.28,39.3,1140131643,-0.01
1140177743,268.65,268.66,1140131643,-0.01
1140177757,118.15,118.17,1140131643,-0.01
1140177770,39.01,39.03,1140131643,-0.01
1140177824,191.82,191.8,1140131699,0.01
1140177876,115.2,115.16,1140131699,0.01
1140177881,112.12,112.11,1140131717,-0.01
1140177909,144.1,144.08,1140131724,-0.01
1140178036,308.11,308.1,1140131730,-0.01
1140178060,385.09,385.07,1140131839,0.01
1140178196,144.31,144.33,1140131933,-0.01
1140178296,109.6,109.59,1140132077,0.02
1140178343,108.7,108.67,1140132131,-0.01
1140178379,116.53,116.54,1140132216,0.02
1140178428,113.78,113.77,1140138095,-0.01
1140178476,95.57,95.56,1140138111,-0.01
1140178487,371.55,371.52,1140138119,-0.01
1140178608,114.75,114.76,1140138164,-0.01
1140178617,61.41,61.43,1140138478,0.03
1140178808,105.93,105.91,1140138567,0.01
1140179249,105.12,105.11,1140138567,0.01
1140179321,3037.82,3037.77,1140138567,0.01
1140179350,131.54,131.53,1140138567,0.01
1140179824,270.36,270.38,1140138706,-0.01
1140179842,411.43,411.45,1140138730,0.01
1140179855,134.69,134.7,1140138853,-0.01
1140179916,136.15,136.18,1140138876,-0.01
1140179942,118.61,118.6,1140138901,-0.01
1140180080,548.66,548.65,1140138901,0.02
1140180131,122.61,122.6,1140138943,0.01
1140180169,658.87,658.85,1140138943,0.01
1140180180,138.21,138.2,1140138987,0.01
1140180337,130.76,130.75,1140138999,-0.01
1140185799,113.24,107.24,1140139073,0.01
1140185808,71.98,71.97,1140139153,-0.01
1140185857,354.19,354.2,1140139156,-0.01
1140185865,340.51,340.53,1140139156,-0.01
1140185872,136.72,136.71,1140139156,-0.01
1140185998,110.38,110.37,1140139156,-0.01
1140186115,53.42,53.41,1140139156,-0.01
1140186129,90.65,90.64,1140139156,-0.01
1140186192,316.17,316.16,1140139184,0.01
1140186356,61.45,61.47,1140139487,-0.01
1140186453,106.33,106.35,1140139487,-0.01
1140186618,137.94,137.93,1140139487,-0.01
1140186701,231.57,231.56,1140139492,-0.01
1140186705,130.79,130.81,1140139513,0.01
1140186780,211.88,211.9,1140139513,-0.01
1140186811,115.6,115.59,1140139520,-0.01
1140186873,58.41,58.42,1140139533,0.01
1140186911,73.91,73.9,1140139625,-0.01
1140186987,145.79,145.8,1140139639,0.01
1140186993,1186.04,1186.03,1140139654,0.01
1140187029,151.88,151.89,1140139671,-0.01
1140187040,347.76,341.76,1140139701,-0.01
1140187062,146.35,146.39,1140139717,-0.01
1140187122,107.99,108,1140139717,-0.01
1140187139,48.35,42.35,1140139733,0.01
1140187246,70.98,71.01,1140139805,0.01
1140187293,187.88,181.88,1140139805,0.01
1140187355,157.75,157.76,1140139805,0.01
1140187397,110.89,110.88,1140139805,0.01
1140187482,39.36,39.38,1140139880,0.01
1140187682,108.53,108.54,1140139880,0.01
1140187816,53.74,53.73,1140139880,0.01
1140187857,72.54,72.5,1140139909,-0.01
1140187920,809.57,809.56,1140139966,-0.01
1140187923,100.74,100.72,1140139992,-0.01
1140187930,116.6,116.59,1140139992,-0.01
1140187956,180.58,180.57,1140140029,-0.01
1140188008,43.13,43.14,1140140033,2.84E-14
1140188078,128.6,128.62,1140140112,0.01
1140188106,783.78,783.79,1140140118,0.02
1140188167,76.92,76.91,1140140143,-0.01
1140188294,177.23,177.21,1140140261,-0.01
1140188483,110.49,110.52,1140140261,-0.02
1140188516,117.72,117.76,1140140261,-0.02
1140188571,167.68,167.67,1140140285,0.01
1140188633,39.58,39.57,1140140322,0.01
1140188687,149.8,149.81,1140140358,0.01
1140188693,78.9,72.9,1140140465,-0.01
1140188704,205.99,199.99,1140140537,-0.01
1140188735,34.17,34.16,1140140603,-0.01
1140188741,115.97,115.96,1140140603,-0.01
1140188781,113.49,107.49,1140140603,-0.01
1140188786,48.88,48.87,1140140603,-0.01
1140188806,154.45,154.44,1140140659,-1.78E-15
1140188913,101.96,101.95,1140140659,-1.78E-15
1140188934,29.72,29.71,1140140659,-7.11E-15
1140189008,245.51,245.52,1140140826,0.01
1140189029,62.71,62.73,1140141027,-3.55E-15
1140189065,218.23,218.22,1140141110,0.01
1140189111,30.74,30.73,1140141110,0.01
1140189148,58.94,52.94,1140141110,0.01
1140189174,41.02,41.03,1140141296,-0.01
1140189267,128.2,128.19,1140141296,-0.01
1140189270,110.95,110.92,1140141477,-0.01
1140189359,49.92,49.91,1140141512,0.01
1140189440,110.23,110.24,1140141641,-0.01
1140189518,186.01,186.03,1140141670,-0.01
1140189524,82.17,82.16,1140141672,0.02
1140189575,145.94,145.93,1140141672,0.02
1140189633,112.79,112.8,1140141683,0.02
1140189761,196.7,196.72,1140141683,0.02
1140189788,153.17,153.19,1140141708,-0.02
1140189809,312.59,312.57,1140141764,-0.01
1140189842,148.95,148.94,1140141764,-0.01
1140189870,66.76,66.77,1140141801,0.01
1140190008,110.34,110.33,1140141801,0.01
1140190094,187.33,187.32,1140141801,0.01
1140190217,122.42,122.41,1140141801,0.01
1140190381,117.96,117.99,1140141836,-0.01
1140195318,1608.08,1607.98,1140142066,-0.01
1140195613,258.68,258.65,1140142225,-0.02
1140195702,31.2,31.19,1140142225,-0.02
1140195744,289.82,289.79,1140148143,0.01
1140195754,118.63,118.61,1140148143,0.01
1140196004,398.71,398.69,1140148190,0.01
1140196119,48.79,42.79,1140148353,-0.01
1140196254,496.54,496.55,1140148392,-0.01
1140196347,107.18,107.17,1140148392,-0.01
1140196371,108.77,108.79,1140148783,-0.02
1140196492,144.97,138.97,1140148811,-0.01
1140196616,85.95,85.94,1140149044,-0.01
1140196649,130.19,130.2,1140149090,-0.01
1140196848,82.17,82.16,1140149115,0.01
1140197047,185.51,185.53,1140149115,0.01
1140197107,77.4,77.39,1140149192,0.01
1140197142,426.27,426.28,1140149192,0.01
1140197255,183.13,183.12,1140149192,0.01
1140197312,147.04,141.04,1140149192,0.01
1140197355,122.99,123.02,1140149192,0.01
1140197397,57,56.99,1140149192,0.01
1140197510,295.77,295.76,1140149192,0.01
1140197651,126.85,126.87,1140149192,0.01
1140197714,88.48,88.47,1140149192,0.01
1140197779,143.96,143.95,1140149192,0.01
1140197782,564.6,564.49,1140149192,0.01
1140197819,211.51,211.52,1140149197,-0.01
1140197849,46.23,46.22,1140149212,-0.01
1140198037,196.65,196.64,1140149312,-0.01
1140198086,65.29,65.31,1140149412,-0.02
1140198101,1454.98,1454.95,1140149412,-0.01
1140198112,36.56,36.55,1140149412,-0.01
1140198142,122.3,122.32,1140149412,-0.01
1140198272,76.41,76.4,1140149412,-0.01
1140198498,304.95,304.91,1140149412,-0.01
1140198505,87.41,87.43,1140149412,-0.01
1140198710,211.76,211.78,1140149426,0.02
1140198841,322.99,316.99,1140149505,-0.01
1140198937,68.35,68.36,1140149535,-0.01
1140198940,36.93,36.95,1140149610,3.55E-15
1140198953,112.84,112.83,1140149702,-0.01
1140199045,179.03,173.03,1140149758,0.01
1140199141,111.99,105.99,1140149758,0.01
1140199195,60.67,60.66,1140149824,-0.01
1140199385,51.22,51.23,1140149824,-0.01
1140199438,98.79,98.8,1140149824,-0.01
1140199482,240.54,240.57,1140149824,-0.01
1140199613,93.96,93.99,1140149934,-0.01
1140199737,610.44,610.42,1140149934,-0.01
1140199771,598.8,598.79,1140149943,-0.02
1140199787,433.4,433.38,1140149962,-0.01
1140199849,82.96,82.95,1140149962,-0.01
1140199939,484.24,484.22,1140149978,-0.01
1140200036,392.63,392.62,1140150095,-0.01
1140200105,199.55,199.56,1140150115,-0.01
1140200117,249.34,249.32,1140150129,0.02
1140200206,129.86,129.85,1140150129,0.01
1140200242,63.96,63.97,1140150131,-0.01
1140200253,205.07,205.05,1140150189,-0.01
1140200254,100.75,100.73,1140150189,-0.01
1140200283,46.92,40.92,1140150189,-0.01
1140205526,174.2,174.19,1140150211,0.01
1140205532,134.17,134.18,1140150241,0.01
1140205549,109.41,109.44,1140150258,-0.01
1140205716,211.16,211.15,1140150268,0.01
1140205843,171.17,171.16,1140150362,-0.01
1140206024,176.08,176.05,1140150393,-0.01
1140206118,137.27,137.24,1140150485,1.42E-14
1140206337,133.96,133.97,1140150617,-0.01
1140206386,148.36,148.35,1140150617,-0.01
1140206560,107.05,107.06,1140150755,-0.01
1140206588,152.63,152.64,1140150778,0.01
1140206605,171.85,171.86,1140150824,0.01
1140206677,56.23,56.22,1140150849,0.01
1140206723,332.3,332.28,1140150863,0.01
1140206771,388.6,388.59,1140150863,0.01
1140206800,109.05,109.02,1140150863,0.01
1140206825,116.29,116.28,1140150864,-0.01
1140206866,145.09,145.08,1140150874,0.01
1140206884,101.18,101.2,1140150874,0.01
1140206887,659.16,659.22,1140150923,0.01
1140206940,147.18,147.17,1140150923,0.01
1140207040,175.18,175.2,1140150951,-0.01
1140207056,104.48,98.48,1140150951,-0.01
1140207076,101.26,101.23,1140150951,-0.01
1140207086,57.94,57.95,1140150968,-0.01
1140207091,101.97,101.96,1140150968,-0.01
1140207103,158.33,158.31,1140150972,0.01
1140207104,193.25,187.25,1140151001,0.01
1140207107,43.94,43.95,1140151277,-0.01
1140207185,114.71,114.73,1140151277,-0.01
1140207283,233.57,233.59,1140151277,-0.01
1140207455,287.92,287.94,1140151277,-0.01
1140207547,90.94,90.95,1140151282,0.01
1140207632,340.68,334.68,1140151282,0.01
1140207668,56.77,56.76,1140151282,0.01
1140207698,114.74,108.74,1140151282,0.01
1140207724,107.49,107.48,1140151288,-1.78E-15
1140207757,33.37,33.38,1140151422,0.01
1140207843,99.67,99.64,1140151422,0.01
1140207990,91.63,91.59,1140151450,-0.01
1140208009,111.08,111.09,1140151450,-0.01
1140208104,46.52,40.52,1140151555,-0.01
1140208154,183.52,183.51,1140151645,-0.01
1140208561,107.03,107.04,1140151720,0.01
1140208610,147.01,147,1140151735,-0.01
1140208646,228.04,228.03,1140151744,0.01
1140208771,111.61,111.6,1140151744,0.01
1140208796,115.22,115.2,1140151807,-0.01
1140208800,128,127.97,1140151807,0.01
1140208912,74.98,75.02,1140151890,-0.01
1140208962,250.52,250.56,1140151909,-0.01
1140209178,268.3,268.32,1140151913,-0.01
1140209188,195.95,196,1140151914,-0.01
1140209296,217.99,217.98,1140151953,0.01
1140209429,279.74,279.73,1140152002,-0.01
1140209489,68.62,68.61,1140152032,-0.01
1140209502,53.94,53.93,1140152044,-0.01
1140209507,133.27,133.3,1140152076,0.01
1140209516,109.98,109.97,1140152166,-0.01
1140209573,171.5,171.51,1140152166,-0.01
1140209579,121.46,121.45,1140158023,0.01
1140209650,105.58,105.59,1140158104,-0.01
1140209729,130.93,130.94,1140158153,-0.01
1140209837,69.3,69.31,1140158354,-0.01
1140209989,158.92,152.92,1140158435,0.01
1140209993,1099.58,1099.55,1140158435,0.01
1140210161,1054.44,1054.4,1140158451,-0.01
1140215203,586.58,586.56,1140158495,-0.01
1140215377,245.49,245.5,1140158612,0.03
1140215564,343.74,343.73,1140158612,0.03
1140215598,120.04,120.03,1140158773,-0.02
1140215641,110.81,110.8,1140158773,-0.02
1140215851,177.06,177.09,1140158773,-0.02
1140215903,255.42,255.44,1140158799,-0.01
1140215972,217.99,211.99,1140159054,0.02
1140216013,133.37,133.38,1140159077,0.01
1140216029,71.97,71.98,1140159214,-0.01
1140216061,91.76,91.75,1140159214,-0.01
1140216159,164.14,164.17,1140159218,0.01
1140216169,143.94,143.91,1140159309,-0.01
1140216170,96.79,96.83,1140159309,-0.01
1140216200,211.07,211.08,1140159329,0.02
1140216321,169.96,169.95,1140159430,-0.01
1140216337,144.18,144.17,1140159467,0.01
1140216439,201.88,201.87,1140159520,-0.01
1140216527,114.81,108.82,1140159576,0.01
1140216552,46.81,46.77,1140159599,0.01
1140216599,111.02,111.01,1140159694,0.01
1140216603,633.78,633.6,1140159694,0.01
1140216663,131.02,131.03,1140159725,0.02
1140216754,59.21,59.2,1140159850,-0.01
1140216851,98.5,98.51,1140159919,-7.11E-15
1140217052,190.38,190.37,1140159919,0.02
1140217090,105.91,105.95,1140159919,-7.11E-15
1140217112,111.13,111.14,1140159919,0.02
1140217140,344.21,344.23,1140160004,0.01
1140217170,99.69,99.67,1140160008,-0.01
1140217288,448.68,448.67,1140160008,-0.01
1140217289,101.32,101.31,1140160034,0.01
1140217312,301.53,301.52,1140160052,0.01
1140217318,75.93,75.94,1140160071,-0.02
1140217368,41.09,41.08,1140160073,-0.01
1140217411,158.68,158.66,1140160270,-0.01
1140217521,143.96,143.95,1140160270,-0.01
1140217522,119.06,119.07,1140160290,-0.04
1140217560,209.28,209.29,1140160309,-0.01
1140217881,216.64,216.62,1140160316,-0.01
1140218022,271.7,271.71,1140160374,0.01
1140218174,178.71,178.69,1140160375,-0.01
1140218257,101.91,101.9,1140160467,0.02
1140218276,104.17,104.16,1140160536,0.02
1140218352,116.06,116.05,1140160536,0.02
1140218435,722.83,722.79,1140160618,-2.84E-14
1140218437,126.05,126.04,1140160689,0.01
1140218737,129.65,129.66,1140160829,-0.01
1140218768,55.3,55.32,1140160839,0.01
1140218794,365.39,365.35,1140160839,0.01
1140218847,105.55,105.54,1140160839,0.01
1140218895,415.48,415.47,1140160839,0.01
1140219037,107.24,107.23,1140160840,-0.01
1140219097,245.02,245.03,1140160933,-0.02
1140219123,1495.61,1495.59,1140161034,-0.02
1140219152,303.73,303.71,1140161169,0.01
1140219170,262.79,262.77,1140161349,-0.01
1140219231,158.3,158.29,1140161364,-0.01
1140219286,114.6,114.62,1140161592,-0.01
1140219347,1273.02,1273.01,1140161710,-0.01
1140219421,133.23,133.22,1140161874,0.01
1140219480,184.01,184,1140161874,0.01
1140219528,111.32,111.31,1140161969,-0.01
1140219594,144.84,144.86,1140161969,-0.01
1140219612,366.88,366.86,1140161969,-0.01
1140219688,214.4,214.39,1140162083,-0.01
1140219742,121.97,121.98,1140162083,-0.01
1140219765,230.7,230.65,1140162083,-0.01
1140219860,165.97,165.96,1140162097,-0.01
1140219898,185.71,185.7,1140162097,-0.01
1140225292,116.74,116.72,1140162097,-0.01
1140225461,49.7,49.69,1140162097,-0.02
1140225479,204.56,204.51,1140162149,-0.01
1140225510,121.53,121.52,1140162149,-0.01
1140225579,177.26,177.25,1140162162,-0.01
1140225754,166.31,166.32,1140162162,-0.02
1140225806,213.39,213.38,1140162190,-0.01
1140225861,114.36,114.35,1140162190,-0.01
1140225893,475.84,475.85,1140165542,-0.01
1140225962,108.83,108.82,1140165855,0.04
1140226113,155.85,155.84,1140166250,-0.01
1140226169,151.13,151.12,1140166250,0.01
1140226202,136.93,136.92,1140166343,-0.01
1140226258,101.93,101.92,1140166343,-0.01
1140226259,200.38,200.36,1140166343,-0.01
1140226375,138.84,138.88,1140166567,-0.02
1140226396,107.41,107.39,1140166802,0.01
1140226405,177.97,177.96,1140166802,0.01
1140226413,79.08,79.07,1140166802,0.01
1140226602,107.97,108,1140166802,0.01
1140226714,99.97,99.96,1140166802,0.01
1140226855,104.57,104.58,1140166914,0.01
1140226872,160.2,160.19,1140166914,-0.01
1140226890,107.73,107.74,1140166932,-0.01
1140226948,137.93,137.92,1140166970,-3.55E-15
1140226973,232.8,232.79,1140166996,-0.01
1140227028,574.5,574.52,1140167105,-0.01
1140227050,139.1,139.09,1140167152,0.01
1140227129,85.94,79.94,1140167152,0.01
1140227274,208.92,208.93,1140167265,0.01
1140227276,640,639.99,1140167271,0.02
1140227367,105.97,105.98,1140167271,0.01
1140227471,36.08,36.07,1140167458,-0.01
1140227590,156.3,156.28,1140167510,-0.01
1140227608,125.21,125.19,1140167513,-0.01
1140227651,114.19,108.19,1140167547,0.01
1140227782,105.83,105.84,1140167725,-0.01
1140228078,65.12,65.14,1140167725,-0.01
1140228170,96.94,90.94,1140167807,0.01
1140228202,111.72,111.71,1140167823,0.01
1140228239,111.9,111.89,1140168016,0.01
1140228332,82.44,82.42,1140168018,-0.01
1140228450,48.11,42.11,1140168098,0.01
1140228558,107.69,107.64,1140168098,0.01
1140228611,74.49,74.51,1140168116,-0.01
1140228637,137.18,137.17,1140168157,-0.01
1140228867,178.32,178.29,1140168157,-0.01
1140228963,399.52,399.5,1140168157,-0.01
1140229016,349.25,349.27,1140168157,-0.01
1140229103,58.62,58.65,1140168305,-0.01
1140229188,431.44,431.43,1140168312,0.01
1140229241,78.93,78.94,1140168379,0.01
1140229287,508.77,508.76,1140168379,0.01
1140229339,386.7,386.69,1140168379,0.01
1140229548,43.84,43.85,1140168573,-0.01
1140229711,54.91,54.94,1140168583,-0.01
1140234749,195.31,195.27,1140168583,-0.01
1140235001,287.69,287.68,1140168584,-0.01
1140235065,134.17,134.18,1140168593,-0.01
1140235073,105.46,105.44,1140168637,-1.42E-14
1140235153,179.63,179.61,1140168744,-0.01
1140235208,116.65,116.63,1140168744,-0.01
1140235271,95.63,95.62,1140168744,-0.01
1140235323,312.18,312.16,1140168779,-0.02
1140235370,136.45,136.44,1140168884,-0.01
1140235406,86.13,86.12,1140168903,-0.01
1140235707,52.15,52.14,1140168935,-0.02
1140235746,111.02,111.01,1140169027,-0.01
1140236005,140.34,140.37,1140169105,-0.01
1140236012,657.36,657.33,1140169203,-0.01
1140236155,167.38,167.37,1140169253,-0.01
1140236157,93.03,87.03,1140169253,-0.01
1140236264,137.68,137.69,1140169267,-0.01
1140236278,172.01,172.02,1140169289,-0.01
1140236290,110.17,110.16,1140169309,0.01
1140236463,385.79,385.77,1140169309,0.01
1140236592,111.99,105.99,1140169309,0.01
1140236597,10.37,10.36,1140169359,-0.01
1140236598,359.53,359.52,1140169395,-0.01
1140236724,115.33,115.34,1140169395,-0.01
1140236763,271.85,271.8,1140169396,-0.01
1140236817,338.07,338.09,1140169422,0.01
1140236861,219.1,219.09,1140169670,0.01
1140236943,141.09,141.08,1140169682,0.01
1140236979,89.35,89.33,1140169682,0.01
1140237016,222.18,222.17,1140169682,0.01
1140237052,111.41,111.4,1140169682,0.01
1140237091,318.12,318.11,1140169701,-0.02
1140237132,123.18,123.17,1140169763,0.01
1140237152,160.67,160.68,1140169814,0.01
1140237172,79.92,79.91,1140169919,0.01
1140237250,254.37,254.39,1140170002,-0.01
1140237309,252.36,252.37,1140170017,-0.01
1140237380,107.7,107.69,1140170017,0.01
1140237505,143.97,143.96,1140170017,0.01
1140237544,78.56,78.55,1140170017,0.01
1140237729,103.69,103.68,1140170017,0.01
1140237801,102.73,102.72,1140170017,0.01
1140237835,254.41,254.42,1140170017,-1.42E-14
1140237838,108.21,108.2,1140170017,-1.42E-14
1140237845,111.56,105.56,1140170017,-1.42E-14
1140237875,159.28,159.26,1140170017,-1.42E-14
1140237972,46.99,46.98,1140170017,-1.42E-14
1140238221,34.71,34.73,1140170032,0.02
1140238246,127.94,127.92,1140170101,0.01
1140238307,111.33,111.3,1140170115,0.01
1140238318,929.89,929.84,1140170120,-0.02
1140238343,97.88,97.95,1140170127,-0.01
1140238889,215.33,215.32,1140170286,0.02
1140238899,356.68,356.66,1140170323,0.01
1140238941,61.42,61.4,1140175720,0.01
1140238959,105.92,105.91,1140175720,0.01
1140238972,132.85,132.81,1140175994,-0.01
1140238982,110.69,110.67,1140176069,-0.01
1140239013,138.64,138.63,1140176071,-0.01
1140239054,276.47,276.45,1140176071,-0.01
1140239139,171.26,171.27,1140176096,0.01
1140239202,253.56,253.55,1140176096,0.01
1140239204,667.89,667.92,1140176106,0.02
1140239266,99.42,93.42,1140176113,0.01
1140239395,180.09,180.08,1140176125,-0.01
1140239434,125.03,125.02,1140176156,0.01
1140239438,165.53,165.51,1140176219,-0.01
1140239512,292.85,292.82,1140176219,-0.01
1140239529,459.18,459.16,1140176440,0.01
1140239649,210.22,210.21,1140176548,-0.01
1140244999,106.37,106.36,1140176788,0.01
1140245010,780.54,780.53,1140176788,0.01
1140245076,112.02,112.03,1140176788,0.01
1140245092,106.34,106.32,1140176788,0.01
1140245228,176.12,176.1,1140176788,0.01
1140245239,254.55,254.57,1140176788,0.01
1140245315,130.9,130.87,1140176788,0.01
1140245347,475.7,475.69,1140176788,0.01
1140245466,184.17,184.15,1140176788,0.01
1140245516,111.14,105.14,1140176788,0.01
1140245752,180.31,180.3,1140176788,0.01
1140245827,46.55,46.54,1140176788,0.01
1140245843,138.76,138.77,1140176842,-0.02
1140245917,271.14,271.13,1140176870,-0.01
1140245941,168.56,168.54,1140176877,0.01
1140246004,101.29,101.28,1140176950,-0.02
1140246088,106.64,106.65,1140177134,-0.01
1140246116,147.99,148,1140177178,0.01
1140246127,107.95,107.94,1140177295,1.42E-14
1140246191,412.77,412.76,1140177447,0.01
1140246260,127.58,127.6,1140177514,0.01
1140246286,169.98,170,1140177544,-0.01
1140246544,114.38,114.39,1140177623,0.01
1140246554,153.03,153.05,1140177652,0.01
1140246652,649.03,649.01,1140177687,0.01
1140246701,109.11,109.13,1140177687,0.01
1140246866,53.04,53.03,1140177687,0.01
1140246902,170.7,170.65,1140177687,0.01
1140246957,119.04,119.05,1140177743,0.01
1140247001,127.02,127,1140177757,0.01
1140247049,325.09,325.08,1140177757,0.01
1140247126,100.56,100.54,1140177770,0.01
1140247135,321.97,321.99,1140177770,0.01
1140247305,55.53,55.54,1140177824,-0.01
1140247394,1044.16,1044.06,1140177824,-0.01
1140247408,148.61,148.62,1140177876,-0.02
1140247435,127.5,127.48,1140177876,-0.02
1140247495,162.12,162.13,1140177881,-0.01
1140247584,62.32,62.34,1140177909,-0.01
1140247626,103.42,103.41,1140177909,-0.01
1140247651,277.2,277.19,1140178036,-0.01
1140247920,346.9,340.9,1140178060,-0.01
1140248007,108.44,108.43,1140178060,-0.01
1140248023,108.16,108.12,1140178098,-0.01
1140248039,112.25,112.24,1140178098,0.01
1140248055,255.19,255.18,1140178196,0.01
1140248075,324.48,324.47,1140178196,0.01
1140248157,54.41,54.43,1140178296,-0.01
1140248271,127.18,127.17,1140178343,-0.01
1140248294,53.04,53.06,1140178343,-0.02
1140248353,60.64,60.63,1140178379,0.01
1140248468,49.92,49.91,1140178428,-0.01
1140248489,250.73,250.72,1140178476,-0.01
1140248556,112.18,112.17,1140178487,-0.01
1140248559,174.89,174.91,1140178487,-0.01
1140248751,159.03,159.04,1140178487,-0.01
1140248773,380.88,380.87,1140178580,-0.01
1140248774,119.98,119.97,1140178580,-0.01
1140248787,136.46,136.45,1140178580,-0.01
1140248791,133.93,133.87,1140178608,0.01
1140248807,54.57,54.56,1140178617,0.02
1140248860,112.14,112.15,1140178808,-0.01
1140248880,57.3,51.3,1140178808,-0.01
1140248987,117.98,118,1140179008,-0.01
1140249012,207.04,207.05,1140179008,-0.01
1140249014,182.55,176.55,1140179008,-0.01
1140249048,110.98,110.99,1140179069,-1.42E-14
1140249223,630.53,630.5,1140179069,-1.42E-14
1140249240,81.97,75.97,1140179249,-0.01
1140249342,683.05,683.01,1140179321,-0.01
1140249450,106.57,106.53,1140179321,-0.02
1140249652,107.32,107.34,1140179321,-0.02
1140249722,545.52,545.51,1140179350,-0.01
1140249745,105.99,99.99,1140179824,0.01
1140255199,162.51,162.5,1140179824,0.01
1140255287,113.47,113.46,1140179842,0.01
1140255330,95.37,95.38,1140179842,0.01
1140255551,114.45,114.44,1140179855,0.01
1140255655,330.88,330.84,1140179916,0.01
1140255971,61.97,61.98,1140179916,0.01
1140256221,221.66,221.65,1140179916,0.01
1140256307,160,160.01,1140179916,0.01
1140256319,319.23,319.21,1140179916,0.01
1140256334,269.36,269.35,1140179916,0.01
1140256337,168.39,168.4,1140179942,-0.01
1140256348,59.26,59.25,1140180080,-0.01
1140256427,110.98,110.97,1140180131,-0.01
1140256453,99.96,99.95,1140180169,-0.01
